property_id,living_area_sqft,lot_area_sqft,bedrooms,bathrooms,house_age_years,neighborhood,condition,garage_spaces,has_basement,distance_to_center_km,sale_price
PROP00313,2607.0,15528.0,4,3.1,89,suburb_south,excellent,1,1,11.7,407231.0
PROP00314,1767.0,7491.0,3,1.9,80,suburb_south,excellent,2,1,15.8,334632.0
PROP00315,1133.0,3919.0,2,1.9,64,suburb_south,good,0,0,10.6,150690.0
PROP00316,2016.0,3794.0,2,1.2,94,rural,good,1,1,32.6,196963.0
PROP00317,1702.0,7258.0,3,2.1,1,downtown,good,2,0,3.7,501450.0
PROP00318,1717.0,6659.0,3,1.0,8,suburb_north,good,3,1,16.8,363130.0
PROP00319,2061.0,5574.0,2,1.1,48,rural,excellent,1,1,,294494.0
PROP00320,2180.0,8415.0,4,2.5,64,rural,good,2,1,15.3,273043.0
PROP00321,1820.0,3374.0,3,1.9,86,suburb_north,good,3,1,9.5,349282.0
PROP00322,1767.0,10598.0,3,1.5,65,suburb_north,good,2,1,12.3,294177.0
PROP00323,2935.0,9377.0,5,2.8,22,suburb_north,poor,3,1,16.4,525742.0
PROP00324,2460.0,9390.0,4,2.6,87,suburb_south,excellent,1,0,5.4,421243.0
PROP00325,2258.0,11507.0,3,2.0,7,suburb_south,excellent,0,0,8.0,523401.0
PROP00326,1872.0,8974.0,2,1.5,9,suburb_north,fair,2,0,15.0,330933.0
PROP00327,1247.0,6898.0,3,2.3,69,suburb_north,poor,2,1,9.2,236664.0
PROP00328,2420.0,13924.0,4,2.4,92,suburb_south,good,1,1,12.1,362718.0
PROP00329,1879.0,4875.0,4,3.0,48,suburb_south,fair,0,1,11.4,261841.0
PROP00330,1483.0,5101.0,2,1.1,12,suburb_south,excellent,0,0,17.6,292471.0
PROP00331,1666.0,7805.0,3,2.8,4,suburb_north,poor,0,0,5.1,324600.0
PROP00332,1269.0,2524.0,1,1.4,94,suburb_north,fair,1,1,17.2,649058.0
PROP00333,2382.0,11460.0,3,1.9,26,suburb_north,poor,3,1,11.5,430921.0
PROP00334,2176.0,3961.0,4,2.4,61,rural,good,1,0,27.8,283311.0
PROP00335,1900.0,10714.0,4,2.6,31,suburb_north,good,2,0,4.8,382153.0
PROP00336,1776.0,,4,2.7,20,suburb_south,excellent,0,0,12.6,147686.0
PROP00337,1426.0,5954.0,2,1.9,64,suburb_south,excellent,1,1,15.6,267015.0
PROP00338,628.0,2262.0,1,1.0,70,rural,good,3,1,34.6,65661.0
PROP00339,1023.0,6087.0,1,1.2,45,suburb_north,fair,1,1,3.1,204079.0
PROP00340,1392.0,6812.0,2,1.0,48,suburb_north,fair,1,1,9.8,248703.0
PROP00341,1309.0,6795.0,4,2.4,46,riverside,excellent,2,1,4.7,427543.0
PROP00342,1959.0,10317.0,4,3.1,56,downtown,fair,0,0,2.0,415428.0
PROP00343,2246.0,4249.0,4,1.9,77,suburb_south,excellent,0,0,13.6,356736.0
PROP00344,1729.0,3509.0,3,1.4,68,suburb_north,excellent,3,0,17.3,319358.0
PROP00345,2575.0,,4,2.6,26,rural,good,1,1,16.1,420131.0
PROP00346,1369.0,6232.0,3,2.6,23,riverside,good,2,1,4.5,354552.0
PROP00347,1725.0,7626.0,2,1.6,64,downtown,excellent,0,1,1.0,484809.0
PROP00348,1772.0,5610.0,3,1.2,61,riverside,good,1,1,8.7,339748.0
PROP00349,2401.0,14134.0,3,1.3,35,riverside,good,2,0,4.9,560663.0
PROP00350,1858.0,4071.0,3,2.0,80,suburb_south,good,2,0,15.7,288970.0
PROP00351,1873.0,9482.0,3,1.5,40,suburb_north,good,1,1,5.9,416178.0
PROP00352,890.0,3400.0,1,1.1,32,downtown,good,3,1,1.9,296224.0
PROP00353,1305.0,4645.0,2,1.6,53,suburb_south,excellent,2,0,13.9,249665.0
PROP00354,2403.0,4583.0,4,2.3,18,suburb_north,good,2,1,4.9,475982.0
PROP00355,659.0,3201.0,1,1.7,66,rural,good,2,1,32.5,88589.0
PROP00356,2539.0,12798.0,4,2.7,86,suburb_north,poor,2,1,10.7,355252.0
PROP00357,2075.0,,3,2.5,90,suburb_south,excellent,2,1,4.2,312787.0
PROP00358,1389.0,,2,1.9,42,suburb_north,good,0,0,11.3,220327.0
PROP00359,1342.0,5834.0,2,1.4,25,suburb_south,good,2,0,10.2,224042.0
PROP00360,2843.0,9507.0,5,2.9,45,downtown,poor,2,0,3.8,568778.0
PROP00361,2576.0,11297.0,3,1.9,9,suburb_north,excellent,3,0,6.3,703830.0
PROP00362,1734.0,6283.0,4,2.8,64,downtown,good,3,1,,376154.0
PROP00363,1874.0,10284.0,3,1.7,41,suburb_south,good,0,1,12.9,310067.0
PROP00364,1445.0,6962.0,3,2.7,11,suburb_north,fair,1,1,3.5,322621.0
PROP00365,1874.0,4243.0,2,1.2,52,riverside,fair,2,0,4.7,402419.0
PROP00366,1429.0,7371.0,3,2.1,68,downtown,fair,2,0,1.5,298866.0
PROP00367,1757.0,5653.0,3,1.9,21,suburb_south,fair,2,1,4.6,336623.0
PROP00368,2796.0,16019.0,4,2.3,38,suburb_south,good,0,0,3.6,480041.0
PROP00369,1747.0,7572.0,2,2.4,85,downtown,good,2,0,1.0,466423.0
PROP00370,1224.0,2345.0,2,1.3,68,downtown,good,3,0,3.1,285985.0
PROP00371,1048.0,5119.0,2,1.4,76,suburb_north,good,3,0,11.0,197097.0
PROP00372,1870.0,4393.0,3,1.7,43,suburb_south,good,0,0,6.8,312849.0
PROP00373,1382.0,7580.0,2,1.5,47,rural,fair,3,0,30.5,164850.0
PROP00374,1936.0,11196.0,3,2.0,47,downtown,excellent,0,1,2.5,571937.0
PROP00375,909.0,4291.0,1,1.0,43,riverside,good,2,0,13.9,183004.0
PROP00376,2180.0,8803.0,3,1.8,13,suburb_south,good,1,1,17.6,336228.0
PROP00377,1217.0,5268.0,2,1.7,3,suburb_south,excellent,2,1,3.3,310601.0
PROP00378,1825.0,6572.0,3,2.4,79,suburb_south,good,0,1,5.1,316339.0
PROP00379,1614.0,3472.0,3,2.0,51,rural,good,1,1,38.5,189997.0
PROP00380,2745.0,15650.0,4,2.5,51,suburb_south,good,1,0,8.0,481534.0
PROP00381,1894.0,6028.0,3,1.9,57,riverside,excellent,3,0,4.0,422431.0
PROP00382,2870.0,8937.0,5,2.8,39,suburb_north,excellent,2,1,7.5,691642.0
PROP00383,2108.0,5488.0,2,1.1,85,riverside,fair,2,1,4.3,399260.0
PROP00384,2584.0,15422.0,4,1.9,45,rural,good,2,0,30.4,345928.0
PROP00385,1685.0,9704.0,2,1.2,48,rural,excellent,1,1,37.6,239877.0
PROP00386,1990.0,6503.0,2,1.9,51,suburb_north,excellent,0,1,12.6,357881.0
PROP00387,2470.0,7143.0,4,2.3,15,riverside,fair,0,1,8.8,461148.0
PROP00388,2298.0,11910.0,4,2.4,16,downtown,good,2,1,3.3,611801.0
PROP00389,2092.0,7479.0,3,1.9,17,suburb_south,good,3,1,12.5,420702.0
PROP00390,1620.0,9501.0,2,2.0,24,suburb_north,fair,1,1,14.9,328225.0
PROP00391,1713.0,9567.0,4,2.1,15,suburb_south,good,2,1,10.7,346627.0
PROP00392,2426.0,12105.0,3,2.1,21,suburb_north,good,2,1,17.4,521045.0
PROP00393,2540.0,5531.0,4,2.5,90,downtown,fair,3,1,1.1,585977.0
PROP00394,1474.0,7000.0,2,1.5,34,suburb_north,fair,1,0,12.1,262771.0
PROP00395,1391.0,8272.0,2,1.6,76,downtown,excellent,3,1,0.9,397921.0
PROP00396,1303.0,4388.0,2,1.5,37,suburb_north,excellent,2,1,16.4,294529.0
PROP00397,2256.0,12414.0,3,2.3,79,riverside,excellent,2,1,17.2,516772.0
PROP00398,1289.0,4530.0,2,1.5,72,riverside,excellent,2,0,8.9,293577.0
PROP00399,2250.0,13229.0,5,3.7,80,riverside,excellent,1,1,13.5,625097.0
PROP00400,2100.0,9545.0,4,2.5,27,riverside,good,2,0,7.4,533685.0
PROP00401,1500.0,3308.0,3,1.3,9,suburb_north,fair,2,1,12.7,326488.0
PROP00402,2660.0,10140.0,3,2.3,29,suburb_south,excellent,2,0,5.8,510690.0
PROP00403,996.0,2001.0,1,1.2,67,suburb_south,good,2,1,9.3,154687.0
PROP00404,2713.0,9385.0,5,3.0,62,downtown,good,2,1,2.6,671830.0
PROP00405,1975.0,11148.0,4,2.4,67,suburb_south,excellent,0,0,15.2,395244.0
PROP00406,660.0,1832.0,2,1.0,95,riverside,fair,1,1,10.4,113518.0
PROP00407,2676.0,15500.0,5,2.2,21,suburb_south,excellent,3,1,5.2,472880.0
PROP00408,2335.0,5183.0,4,3.2,42,riverside,good,2,0,9.0,617551.0
PROP00409,1564.0,7182.0,4,2.3,47,downtown,poor,3,0,2.9,344295.0
PROP00410,1269.0,7431.0,2,1.9,14,riverside,excellent,1,0,4.0,396555.0
PROP00411,937.0,4261.0,1,1.0,63,suburb_north,good,2,1,16.6,147827.0
PROP00412,3128.0,17441.0,5,2.6,4,rural,good,2,1,17.2,464302.0
PROP00413,1292.0,7703.0,1,1.3,86,suburb_north,good,2,0,4.3,234396.0
PROP00414,1105.0,4968.0,2,1.5,8,suburb_south,fair,1,0,13.8,187458.0
PROP00415,1947.0,9901.0,2,1.7,10,suburb_south,fair,0,1,4.1,264205.0
PROP00416,899.0,1739.0,1,1.0,16,suburb_north,poor,3,0,8.9,174038.0
PROP00417,1260.0,4529.0,2,1.4,85,suburb_north,fair,2,1,6.5,206597.0
PROP00418,2347.0,7066.0,4,2.2,82,suburb_north,fair,1,0,5.5,417909.0
PROP00419,2055.0,10813.0,4,2.0,88,suburb_south,good,2,1,11.0,337984.0
PROP00420,1587.0,7373.0,2,2.1,79,rural,fair,1,1,18.4,181302.0
PROP00421,1810.0,7929.0,4,3.1,88,suburb_north,good,1,1,,352174.0
PROP00422,1557.0,8894.0,3,1.6,45,suburb_south,fair,1,0,15.3,269308.0
PROP00423,1766.0,3838.0,3,1.6,0,rural,fair,1,1,25.5,228979.0
PROP00424,1381.0,8018.0,1,1.0,42,suburb_south,excellent,2,1,15.1,300512.0
PROP00425,1481.0,3293.0,2,1.6,21,riverside,excellent,1,1,17.3,365885.0
PROP00426,1464.0,4769.0,3,1.9,23,suburb_north,excellent,2,0,16.9,340965.0
PROP00427,1401.0,6230.0,2,1.7,66,suburb_north,poor,2,0,15.5,209692.0
PROP00428,2374.0,7678.0,4,2.5,16,downtown,good,0,1,0.5,645146.0
PROP00429,2224.0,10379.0,4,2.5,30,downtown,fair,1,1,2.2,541513.0
PROP00430,1287.0,6508.0,1,2.0,37,suburb_south,good,1,1,13.9,218753.0
PROP00431,1143.0,6035.0,2,1.3,5,riverside,excellent,2,1,15.7,299266.0
PROP00432,1713.0,4374.0,4,3.2,67,downtown,good,3,1,0.8,436870.0
PROP00433,2985.0,7656.0,6,4.1,73,rural,excellent,2,1,32.9,470633.0
PROP00434,1235.0,2494.0,2,1.7,53,suburb_north,good,2,1,15.4,248064.0
PROP00435,1711.0,6607.0,4,1.7,2,suburb_north,fair,2,0,13.6,353641.0
PROP00436,1849.0,4396.0,2,1.5,75,rural,fair,2,0,23.0,197267.0
PROP00437,1740.0,5460.0,2,1.3,42,rural,excellent,2,1,39.6,252210.0
PROP00438,1548.0,8251.0,4,2.5,25,suburb_south,good,2,0,9.9,288782.0
PROP00439,2435.0,14085.0,4,2.1,90,suburb_north,poor,1,1,3.5,378423.0
PROP00440,2050.0,10768.0,3,2.3,82,downtown,fair,0,0,1.0,435142.0
PROP00441,2265.0,4083.0,4,2.9,42,suburb_north,excellent,2,0,11.1,473273.0
PROP00442,2124.0,8890.0,3,2.5,42,riverside,fair,2,1,3.7,472866.0
PROP00443,2292.0,5730.0,4,2.3,87,suburb_north,excellent,1,1,16.7,376562.0
PROP00444,2671.0,9023.0,4,2.1,18,suburb_south,good,3,1,9.8,508303.0
PROP00445,2532.0,9108.0,4,2.6,39,suburb_north,fair,0,0,13.5,426799.0
PROP00446,3079.0,17736.0,4,3.2,54,suburb_south,good,2,0,5.2,597078.0
PROP00447,2470.0,11020.0,4,2.5,33,suburb_north,good,3,1,15.7,497260.0
PROP00448,1432.0,4187.0,2,1.7,30,suburb_south,good,1,1,10.2,287599.0
PROP00449,2266.0,10196.0,3,1.9,10,suburb_south,poor,3,0,11.4,333949.0
PROP00450,2191.0,12703.0,4,2.3,25,rural,fair,2,1,18.5,250566.0
PROP00451,2856.0,5850.0,6,3.8,34,rural,excellent,2,0,20.1,440330.0
PROP00452,1268.0,6628.0,3,2.0,80,suburb_south,good,3,1,11.4,231855.0
PROP00453,2107.0,5712.0,4,2.7,32,downtown,good,2,0,2.2,538238.0
PROP00454,1425.0,3481.0,2,1.7,15,rural,fair,2,1,22.3,203837.0
PROP00455,2082.0,11608.0,3,2.1,81,rural,good,2,0,35.9,236300.0
PROP00456,1682.0,3041.0,3,2.2,33,rural,good,1,1,17.4,234798.0
PROP00457,2064.0,10140.0,3,1.7,88,suburb_south,fair,1,1,8.3,275597.0
PROP00458,1024.0,2218.0,3,1.6,10,downtown,excellent,0,0,2.7,275721.0
PROP00459,2236.0,9829.0,2,1.5,2,riverside,excellent,1,0,7.7,572309.0
PROP00460,1913.0,8432.0,3,2.0,88,suburb_north,fair,2,1,8.4,298972.0
PROP00461,1884.0,10218.0,4,2.3,9,suburb_north,excellent,3,1,7.8,537914.0
PROP00462,2873.0,15097.0,4,2.6,0,suburb_north,good,3,1,15.7,506073.0
PROP00463,1590.0,7438.0,2,1.9,61,suburb_south,good,1,1,11.4,277753.0
PROP00464,1988.0,6756.0,4,3.0,30,suburb_north,fair,2,0,17.5,432217.0
PROP00465,1855.0,4635.0,4,3.1,46,suburb_south,excellent,2,1,4.3,392349.0
PROP00466,1909.0,8533.0,2,1.0,39,suburb_south,good,1,0,12.2,318768.0
PROP00467,3022.0,11747.0,4,2.0,28,suburb_south,excellent,2,1,4.4,633019.0
PROP00468,1835.0,3904.0,2,1.4,46,downtown,fair,1,1,3.2,410928.0
PROP00469,1488.0,8650.0,1,1.0,24,rural,fair,3,1,39.5,186025.0
PROP00470,2829.0,8828.0,4,2.4,21,suburb_north,excellent,1,0,13.2,556669.0
PROP00471,1631.0,2950.0,2,1.3,21,suburb_north,good,2,0,14.2,336520.0
PROP00472,917.0,5123.0,2,1.4,11,suburb_south,poor,3,1,6.6,156602.0
PROP00473,1393.0,5883.0,2,1.7,50,suburb_north,excellent,2,0,5.9,328700.0
PROP00474,1114.0,5435.0,2,1.0,52,suburb_south,fair,1,1,9.3,178702.0
PROP00475,810.0,1977.0,1,1.9,1,downtown,excellent,1,1,1.7,312244.0
PROP00476,1600.0,5599.0,3,2.0,44,rural,excellent,3,0,24.1,239728.0
PROP00477,1761.0,7941.0,4,2.9,70,downtown,poor,0,0,1.2,362864.0
PROP00478,2449.0,6990.0,3,1.8,0,rural,good,0,1,15.1,360695.0
PROP00479,2146.0,10186.0,5,3.2,28,suburb_south,excellent,3,1,17.7,463136.0
PROP00480,2121.0,5899.0,4,2.5,92,downtown,excellent,2,0,1.8,501252.0
PROP00481,1309.0,3506.0,2,1.8,40,suburb_south,good,2,0,16.7,226956.0
PROP00482,2287.0,4228.0,4,2.4,1,suburb_north,good,1,0,14.7,549249.0
PROP00483,2565.0,7654.0,4,3.1,50,rural,good,2,1,22.6,314584.0
PROP00484,2017.0,5721.0,5,2.4,39,riverside,fair,2,1,15.5,466674.0
PROP00485,2032.0,10181.0,4,2.9,20,suburb_south,good,1,1,10.2,418073.0
PROP00486,1104.0,4629.0,2,1.5,7,suburb_north,fair,1,1,13.6,269553.0
PROP00487,2380.0,,4,2.1,84,rural,fair,0,1,32.8,263897.0
PROP00488,2779.0,11633.0,5,3.8,78,suburb_south,good,2,1,16.3,473615.0
PROP00489,1978.0,5433.0,3,2.7,65,suburb_south,excellent,1,0,14.4,383749.0
PROP00490,1473.0,5284.0,2,1.0,1,suburb_north,fair,2,1,15.4,307975.0
PROP00491,1711.0,9463.0,5,3.1,83,suburb_north,fair,1,1,7.8,327574.0
PROP00492,1569.0,7564.0,1,1.3,45,riverside,poor,1,1,17.6,294973.0
PROP00493,1602.0,7264.0,3,2.2,45,suburb_south,fair,3,1,12.9,286932.0
PROP00494,2156.0,6430.0,4,3.1,84,riverside,excellent,3,0,14.6,476807.0
PROP00495,1954.0,4540.0,3,2.5,41,suburb_south,good,2,1,15.9,331345.0
PROP00496,2352.0,11672.0,4,2.6,22,suburb_south,fair,3,1,4.9,445543.0
PROP00497,2004.0,8387.0,3,2.9,22,suburb_south,excellent,1,1,8.0,403230.0
PROP00498,1325.0,5851.0,2,1.9,88,riverside,poor,2,1,15.5,202468.0
PROP00499,1525.0,8991.0,3,1.9,52,suburb_north,good,1,1,16.8,276594.0
PROP00500,1490.0,4862.0,2,1.3,55,rural,excellent,2,1,39.5,210308.0
PROP00501,1697.0,8762.0,4,3.0,56,suburb_north,good,2,1,10.2,335680.0
PROP00502,2787.0,11559.0,4,2.2,21,suburb_south,fair,2,0,6.8,417010.0
PROP00503,2875.0,8016.0,5,2.8,40,rural,good,0,1,24.5,349010.0
PROP00504,2260.0,4570.0,3,1.9,91,riverside,good,1,1,9.0,409942.0
PROP00505,1865.0,8182.0,4,2.6,13,suburb_north,good,3,1,16.3,134555.0
PROP00506,1051.0,3206.0,2,1.4,91,riverside,fair,2,1,11.5,188110.0
PROP00507,1921.0,9069.0,3,1.5,26,suburb_north,excellent,1,0,8.9,422483.0
PROP00508,1365.0,6474.0,1,1.5,28,downtown,good,1,1,3.1,371473.0
PROP00509,2697.0,10014.0,4,2.3,1,riverside,good,1,0,17.0,631337.0
PROP00510,917.0,3716.0,3,2.8,63,riverside,excellent,1,1,12.2,261738.0
PROP00511,2011.0,8912.0,3,2.1,30,downtown,excellent,1,0,2.0,474313.0
PROP00512,1319.0,,3,2.5,44,rural,good,2,0,15.6,177502.0
PROP00513,1795.0,9845.0,2,1.8,55,suburb_north,fair,2,0,10.0,326203.0
PROP00514,2166.0,4590.0,4,3.0,60,rural,poor,2,0,37.1,218448.0
PROP00515,2362.0,13972.0,3,2.2,91,riverside,good,0,0,14.0,479548.0
PROP00516,1767.0,3429.0,2,1.6,53,rural,poor,0,1,39.0,141167.0
PROP00517,2219.0,5934.0,3,2.4,17,riverside,good,1,0,10.4,478745.0
PROP00518,1436.0,6857.0,2,2.5,67,rural,good,3,0,34.7,174846.0
PROP00519,1935.0,4173.0,3,1.9,5,suburb_south,good,2,0,10.0,372757.0
PROP00520,2351.0,6821.0,4,2.8,80,suburb_north,fair,0,0,11.5,160137.0
PROP00521,1983.0,4852.0,2,1.5,28,suburb_north,excellent,2,0,13.2,438011.0
PROP00522,1509.0,7302.0,2,1.7,69,riverside,good,2,1,5.1,329388.0
PROP00523,1647.0,6969.0,2,1.5,15,downtown,good,2,1,0.7,505357.0
PROP00524,2359.0,4885.0,4,1.6,39,rural,good,2,0,30.1,1277711.0
PROP00525,1199.0,4475.0,3,1.9,66,suburb_north,fair,3,1,16.6,201789.0
PROP00526,1281.0,3428.0,2,1.9,59,rural,good,0,0,20.2,151783.0
PROP00527,2131.0,12497.0,4,2.2,0,suburb_south,poor,2,1,4.1,379891.0
PROP00528,1558.0,3511.0,4,2.9,3,riverside,good,2,1,17.0,433954.0
PROP00529,1001.0,4316.0,2,1.6,94,rural,fair,2,0,25.6,89511.0
PROP00530,2543.0,9724.0,3,1.9,50,suburb_north,fair,1,0,17.7,423884.0
PROP00531,1195.0,5052.0,2,1.9,82,suburb_south,fair,2,1,15.4,155236.0
PROP00532,1690.0,9831.0,2,1.8,6,suburb_north,poor,0,0,4.8,287950.0
PROP00533,1459.0,4718.0,2,1.7,47,riverside,excellent,2,0,4.5,323373.0
PROP00534,1636.0,8090.0,2,1.9,55,riverside,excellent,2,1,17.7,415765.0
PROP00535,1313.0,4831.0,2,1.6,88,suburb_north,poor,1,1,6.8,163536.0
PROP00536,2193.0,10033.0,3,1.3,68,downtown,poor,3,0,3.1,407369.0
PROP00537,1861.0,6208.0,4,2.3,60,suburb_north,good,2,1,6.5,380620.0
PROP00538,2341.0,6447.0,5,2.3,28,downtown,poor,2,0,2.0,472899.0
PROP00539,1465.0,3151.0,3,2.3,95,riverside,good,3,0,15.6,262684.0
PROP00540,2973.0,6622.0,5,3.4,31,suburb_north,fair,2,1,12.9,530690.0
PROP00541,752.0,4384.0,1,1.4,26,rural,good,0,1,15.5,132901.0
PROP00542,928.0,4743.0,1,1.2,69,rural,excellent,2,1,15.1,133361.0
PROP00543,2764.0,7819.0,5,3.4,95,rural,fair,2,1,26.9,317982.0
PROP00544,2061.0,8290.0,2,1.0,82,suburb_south,excellent,2,1,6.0,352156.0
PROP00545,1988.0,9542.0,2,1.5,17,suburb_north,excellent,3,1,14.4,509273.0
PROP00546,2037.0,6683.0,3,1.4,78,riverside,excellent,2,1,12.4,460774.0
PROP00547,2114.0,7712.0,4,2.4,33,riverside,good,0,0,3.1,444416.0
PROP00548,1965.0,9466.0,3,2.6,21,rural,excellent,2,1,34.1,321695.0
PROP00549,1269.0,3496.0,3,2.4,89,suburb_north,good,2,0,9.7,214740.0
PROP00550,2250.0,9024.0,4,2.8,91,downtown,excellent,1,1,3.2,626072.0
PROP00551,2163.0,5802.0,3,1.9,35,rural,fair,0,0,35.9,242319.0
PROP00552,2586.0,4688.0,5,2.6,2,riverside,good,1,1,8.6,543704.0
PROP00553,2770.0,13017.0,6,3.6,20,suburb_north,good,2,1,7.6,619488.0
PROP00554,1982.0,9455.0,4,2.9,51,riverside,poor,0,1,7.5,409600.0
PROP00555,1125.0,6730.0,1,1.2,5,downtown,fair,1,0,3.4,324787.0
PROP00556,2775.0,7105.0,4,1.9,21,suburb_south,fair,0,0,12.7,392541.0
PROP00557,1240.0,6084.0,1,1.0,14,suburb_north,good,2,1,5.0,282095.0
PROP00558,1986.0,11482.0,3,1.2,91,suburb_north,fair,0,1,13.6,302159.0
PROP00559,1659.0,7478.0,2,1.8,34,suburb_north,fair,0,1,13.9,297012.0
PROP00560,1563.0,9136.0,2,1.2,36,suburb_north,fair,2,0,10.7,296474.0
PROP00561,2220.0,13268.0,4,2.0,40,suburb_south,good,1,0,17.9,375967.0
PROP00562,1934.0,9993.0,2,1.8,1,suburb_north,fair,1,1,7.3,361038.0
PROP00563,2082.0,12486.0,2,1.7,52,suburb_south,fair,2,0,3.9,361547.0
PROP00564,1351.0,5983.0,2,1.6,87,suburb_south,fair,0,1,3.4,175062.0
PROP00565,1704.0,6625.0,3,2.9,78,riverside,good,0,1,7.8,329524.0
PROP00566,1377.0,7786.0,2,1.8,24,suburb_south,poor,1,0,10.5,191234.0
PROP00567,1691.0,8945.0,3,1.7,1,suburb_north,excellent,1,0,4.2,444221.0
PROP00568,1735.0,3925.0,2,1.7,74,downtown,fair,2,0,0.6,350960.0
PROP00569,2814.0,8643.0,4,2.4,80,riverside,fair,3,1,16.5,566199.0
PROP00570,1657.0,4797.0,2,2.0,88,rural,good,1,1,35.4,167297.0
PROP00571,631.0,3402.0,1,1.1,55,rural,excellent,2,0,20.2,81940.0
PROP00572,2567.0,7135.0,4,2.7,45,rural,good,3,1,28.3,340080.0
PROP00573,2047.0,6299.0,3,1.4,72,suburb_south,fair,2,0,14.0,289352.0
PROP00574,1728.0,6876.0,3,2.0,66,rural,good,2,1,36.2,219896.0
PROP00575,1560.0,3307.0,3,2.0,72,suburb_north,good,2,1,9.0,252624.0
PROP00576,1279.0,7466.0,2,1.1,27,riverside,good,2,0,7.6,324936.0
PROP00577,2866.0,11070.0,4,2.4,86,rural,excellent,3,0,31.3,364010.0
PROP00578,1829.0,4755.0,4,2.7,3,riverside,excellent,0,1,11.4,481329.0
PROP00579,844.0,2479.0,2,1.5,8,suburb_north,good,3,0,10.1,243080.0
PROP00580,1980.0,10201.0,3,1.4,62,suburb_north,poor,2,0,4.8,245550.0
PROP00581,2463.0,10992.0,4,2.4,54,suburb_north,good,2,1,7.0,497522.0
PROP00582,1886.0,7075.0,4,2.3,53,suburb_north,excellent,2,1,14.8,428645.0
PROP00583,1304.0,4163.0,3,2.1,87,riverside,excellent,1,1,6.8,277592.0
PROP00584,1255.0,7007.0,2,1.5,83,riverside,fair,0,1,9.4,213914.0
PROP00585,1295.0,6533.0,3,1.8,69,suburb_north,fair,3,1,5.4,274679.0
PROP00586,2637.0,12700.0,3,1.8,15,riverside,fair,2,0,5.5,643879.0
PROP00587,1761.0,6469.0,3,2.0,9,suburb_north,excellent,3,0,14.3,465010.0
PROP00588,877.0,5193.0,1,1.4,13,suburb_south,good,1,1,4.0,236147.0
PROP00589,2011.0,9617.0,3,2.1,58,suburb_north,fair,1,0,7.3,325234.0
PROP00590,1878.0,6722.0,4,3.1,68,suburb_south,fair,1,1,17.7,256831.0
PROP00591,1553.0,9061.0,3,2.5,76,riverside,fair,1,0,10.1,293847.0
PROP00592,1239.0,6891.0,1,1.6,9,riverside,excellent,2,0,12.1,377148.0
PROP00593,1215.0,5963.0,1,1.5,26,riverside,good,3,1,12.6,266955.0
PROP00594,2398.0,12041.0,5,3.6,32,suburb_north,fair,3,1,5.9,449026.0
PROP00595,1936.0,6929.0,3,1.5,60,suburb_south,good,2,0,8.5,301709.0
PROP00596,2063.0,8109.0,4,2.8,4,suburb_north,good,1,1,9.0,469267.0
PROP00597,1935.0,5040.0,3,2.5,80,suburb_south,good,2,0,6.5,317542.0
PROP00598,1980.0,8515.0,3,2.6,7,suburb_south,excellent,2,0,6.5,412479.0
PROP00599,1542.0,5171.0,2,1.2,50,suburb_south,fair,2,1,12.1,252203.0
PROP00600,1687.0,5498.0,3,2.3,89,rural,poor,2,1,25.4,149027.0
PROP00601,2441.0,14115.0,3,2.0,18,suburb_north,poor,0,0,4.9,376046.0
PROP00602,2578.0,6425.0,4,3.2,65,riverside,good,0,0,11.6,462132.0
PROP00603,1128.0,5962.0,1,1.0,52,suburb_north,excellent,3,1,9.7,260158.0
PROP00604,1685.0,5025.0,1,1.0,78,suburb_south,fair,2,1,12.2,222194.0
PROP00605,2262.0,4344.0,3,1.3,56,riverside,good,3,0,3.4,1701300.0
PROP00606,2835.0,5585.0,4,2.6,81,riverside,good,1,0,13.6,539545.0
PROP00607,2780.0,10015.0,4,3.4,38,rural,excellent,2,0,32.9,409129.0
PROP00608,1362.0,5051.0,2,1.5,15,riverside,good,1,1,10.9,387411.0
PROP00609,2501.0,7866.0,5,3.0,65,suburb_north,fair,3,1,15.6,457088.0
PROP00610,1832.0,8443.0,3,2.2,92,rural,good,1,0,21.6,205597.0
PROP00611,2374.0,9112.0,4,2.5,41,rural,excellent,2,0,34.2,334690.0
PROP00612,2234.0,4717.0,4,2.6,78,suburb_north,good,1,0,8.7,350679.0
PROP00613,1105.0,3604.0,2,1.7,84,downtown,excellent,0,1,2.1,260699.0
PROP00614,2102.0,4684.0,4,2.2,61,suburb_north,good,1,1,16.0,391989.0
PROP00615,2353.0,4857.0,4,2.5,75,riverside,good,2,1,8.0,415243.0
PROP00616,1789.0,4785.0,3,2.3,54,rural,fair,2,1,15.8,204950.0
PROP00617,1665.0,7896.0,1,1.4,77,riverside,good,3,0,16.3,308030.0
PROP00618,936.0,4421.0,3,2.5,32,suburb_north,fair,2,1,6.8,203529.0
PROP00619,2176.0,11789.0,5,3.1,50,downtown,fair,2,0,3.8,508858.0
PROP00620,1915.0,9531.0,3,2.1,7,suburb_south,poor,2,0,7.9,307832.0
PROP00621,1293.0,5235.0,1,1.3,18,suburb_north,good,0,1,17.3,257324.0
PROP00622,1621.0,5046.0,3,1.8,55,downtown,excellent,2,1,3.2,471207.0
PROP00623,1885.0,3439.0,3,1.7,69,downtown,fair,2,0,1.4,366898.0
PROP00624,1493.0,6745.0,3,2.0,2,downtown,good,2,1,1.3,451213.0
