date,sales,store_traffic,temperature_c,is_promotion,is_holiday,day_of_week
2025-05-15,1046.47,680.0,16.7,0,0,thursday
2025-05-16,1251.67,770.0,21.0,0,0,friday
2025-05-17,1486.49,934.0,19.2,0,0,saturday
2025-05-18,1285.73,770.0,14.3,0,0,sunday
2025-05-19,1020.2,645.0,17.4,0,0,monday
2025-05-20,1524.75,762.0,18.8,1,0,tuesday
2025-05-21,1315.83,762.0,20.2,1,0,wednesday
2025-05-22,1047.05,607.0,16.9,0,0,thursday
2025-05-23,1205.82,706.0,15.6,0,0,friday
2025-05-24,1291.26,773.0,18.7,0,0,saturday
2025-05-25,1332.8,806.0,20.4,0,0,sunday
2025-05-26,1162.71,656.0,19.7,0,0,monday
2025-05-27,946.43,522.0,17.1,0,0,tuesday
2025-05-28,1043.97,638.0,23.8,0,0,wednesday
2025-05-29,1087.57,655.0,19.3,0,0,thursday
2025-05-30,1144.0,709.0,20.2,0,0,friday
2025-05-31,1382.51,879.0,18.2,0,0,saturday
2025-06-01,1433.52,853.0,22.7,0,0,sunday
2025-06-02,1009.88,606.0,21.5,0,0,monday
2025-06-03,930.87,603.0,21.0,0,0,tuesday
2025-06-04,1031.58,614.0,17.5,0,0,wednesday
2025-06-05,1468.98,786.0,23.2,1,0,thursday
2025-06-06,1765.68,979.0,22.5,1,0,friday
2025-06-07,1472.71,917.0,23.2,0,0,saturday
2025-06-08,1307.14,779.0,20.9,0,0,sunday
2025-06-09,1222.31,696.0,20.7,0,0,monday
2025-06-10,1035.95,618.0,20.6,0,0,tuesday
2025-06-11,1339.7,703.0,26.8,1,0,wednesday
2025-06-12,1391.67,779.0,19.9,1,0,thursday
2025-06-13,1837.37,1011.0,18.4,1,0,friday
2025-06-14,1962.98,1037.0,20.5,1,0,saturday
2025-06-15,1209.27,775.0,20.2,0,0,sunday
2025-06-16,1096.36,659.0,24.8,0,0,monday
2025-06-17,994.4,591.0,18.3,0,0,tuesday
2025-06-18,1411.54,765.0,20.4,1,0,wednesday
2025-06-19,1527.23,816.0,22.4,1,0,thursday
2025-06-20,1200.67,726.0,25.1,0,0,friday
2025-06-21,1341.85,834.0,23.8,0,0,saturday
2025-06-22,1248.36,794.0,26.2,0,0,sunday
2025-06-23,976.56,594.0,23.1,0,0,monday
2025-06-24,965.27,556.0,21.8,0,0,tuesday
2025-06-25,1517.82,789.0,24.5,1,0,wednesday
2025-06-26,1365.03,749.0,19.0,1,0,thursday
2025-06-27,1225.88,754.0,18.2,0,0,friday
2025-06-28,1407.01,868.0,25.0,0,0,saturday
2025-06-29,1214.12,749.0,23.1,0,0,sunday
2025-06-30,911.27,546.0,25.0,0,0,monday
2025-07-01,1061.11,617.0,20.5,0,0,tuesday
2025-07-02,1045.42,581.0,25.9,0,0,wednesday
2025-07-03,867.81,544.0,24.4,0,0,thursday
2025-07-04,1836.2,986.0,22.7,0,1,friday
2025-07-05,1411.01,837.0,23.3,0,0,saturday
2025-07-06,1157.68,711.0,23.7,0,0,sunday
2025-07-07,963.61,609.0,20.7,0,0,monday
2025-07-08,805.73,483.0,22.0,0,0,tuesday
2025-07-09,980.87,548.0,23.8,0,0,wednesday
2025-07-10,985.64,591.0,21.9,0,0,thursday
2025-07-11,1129.82,707.0,19.3,0,0,friday
2025-07-12,1511.73,922.0,23.7,0,0,saturday
2025-07-13,1151.14,731.0,25.1,0,0,sunday
2025-07-14,990.73,600.0,25.7,0,0,monday
2025-07-15,1062.83,627.0,24.3,0,0,tuesday
2025-07-16,904.82,564.0,25.0,0,0,wednesday
2025-07-17,882.6,615.0,25.5,0,0,thursday
2025-07-18,1064.36,638.0,23.2,0,0,friday
2025-07-19,1422.87,880.0,17.7,0,0,saturday
2025-07-20,1133.12,708.0,25.9,0,0,sunday
2025-07-21,923.13,577.0,20.7,0,0,monday
2025-07-22,911.97,544.0,20.1,0,0,tuesday
2025-07-23,894.32,551.0,20.1,0,0,wednesday
2025-07-24,1011.44,591.0,29.1,0,0,thursday
2025-07-25,1171.6,684.0,23.9,0,0,friday
2025-07-26,1424.86,873.0,20.2,0,0,saturday
2025-07-27,1287.65,797.0,21.1,0,0,sunday
2025-07-28,935.35,564.0,22.7,0,0,monday
2025-07-29,869.41,530.0,24.1,0,0,tuesday
2025-07-30,811.66,529.0,23.3,0,0,wednesday
2025-07-31,1168.83,658.0,20.3,0,0,thursday
2025-08-01,1145.57,675.0,23.3,0,0,friday
2025-08-02,1368.4,845.0,21.0,0,0,saturday
2025-08-03,1139.59,748.0,25.1,0,0,sunday
2025-08-04,1030.36,629.0,22.5,0,0,monday
2025-08-05,845.88,525.0,20.4,0,0,tuesday
2025-08-06,855.92,520.0,24.0,0,0,wednesday
2025-08-07,1348.75,799.0,23.1,1,0,thursday
2025-08-08,1568.32,865.0,20.9,1,0,friday
2025-08-09,1875.76,1032.0,23.8,1,0,saturday
2025-08-10,1769.6,965.0,23.5,1,0,sunday
2025-08-11,1338.12,731.0,24.9,1,0,monday
2025-08-12,1342.6,725.0,23.6,1,0,tuesday
2025-08-13,1350.75,689.0,21.2,1,0,wednesday
2025-08-14,966.37,598.0,17.4,0,0,thursday
2025-08-15,1085.88,683.0,22.0,0,0,friday
2025-08-16,1213.44,790.0,22.3,0,0,saturday
2025-08-17,1137.85,704.0,21.4,0,0,sunday
2025-08-18,834.83,536.0,13.7,0,0,monday
2025-08-19,932.07,544.0,22.8,0,0,tuesday
2025-08-20,867.85,528.0,18.7,0,0,wednesday
2025-08-21,1023.78,598.0,22.6,0,0,thursday
2025-08-22,1203.5,689.0,25.0,0,0,friday
2025-08-23,1285.48,807.0,20.0,0,0,saturday
2025-08-24,1647.38,904.0,21.6,1,0,sunday
2025-08-25,1333.31,685.0,20.5,1,0,monday
2025-08-26,1232.64,662.0,21.6,1,0,tuesday
2025-08-27,845.58,502.0,20.4,0,0,wednesday
2025-08-28,989.67,576.0,18.7,0,0,thursday
2025-08-29,1073.36,628.0,17.6,0,0,friday
2025-08-30,1375.21,820.0,23.8,0,0,saturday
2025-08-31,1205.57,692.0,20.7,0,0,sunday
2025-09-01,844.14,513.0,21.6,0,0,monday
2025-09-02,1010.57,600.0,20.4,0,0,tuesday
2025-09-03,897.81,548.0,21.7,0,0,wednesday
2025-09-04,1069.91,623.0,16.8,0,0,thursday
2025-09-05,1047.25,653.0,19.1,0,0,friday
2025-09-06,1357.34,882.0,20.0,0,0,saturday
2025-09-07,1629.02,859.0,21.9,1,0,sunday
2025-09-08,1308.17,738.0,25.2,1,0,monday
2025-09-09,808.55,513.0,19.3,0,0,tuesday
2025-09-10,1078.23,622.0,16.5,0,0,wednesday
2025-09-11,987.13,576.0,15.0,0,0,thursday
2025-09-12,1135.92,698.0,15.6,0,0,friday
2025-09-13,1199.77,828.0,15.8,0,0,saturday
2025-09-14,1188.06,705.0,10.3,0,0,sunday
2025-09-15,994.22,587.0,15.7,0,0,monday
2025-09-16,1384.47,734.0,19.0,1,0,tuesday
2025-09-17,1361.27,723.0,17.2,1,0,wednesday
2025-09-18,1375.94,750.0,16.2,1,0,thursday
2025-09-19,1118.18,689.0,12.6,0,0,friday
2025-09-20,1439.79,913.0,19.1,0,0,saturday
2025-09-21,1158.07,722.0,17.6,0,0,sunday
2025-09-22,882.4,528.0,16.1,0,0,monday
2025-09-23,854.55,511.0,10.5,0,0,tuesday
2025-09-24,908.94,534.0,14.6,0,0,wednesday
2025-09-25,903.16,580.0,16.7,0,0,thursday
2025-09-26,1019.81,662.0,15.4,0,0,friday
2025-09-27,1358.45,836.0,15.8,0,0,saturday
2025-09-28,1199.67,758.0,16.8,0,0,sunday
2025-09-29,994.04,598.0,15.3,0,0,monday
2025-09-30,849.01,543.0,16.4,0,0,tuesday
2025-10-01,1031.55,597.0,12.4,0,0,wednesday
2025-10-02,990.96,621.0,11.3,0,0,thursday
2025-10-03,1335.64,761.0,15.4,0,0,friday
2025-10-04,1497.61,889.0,15.7,0,0,saturday
2025-10-05,1178.94,746.0,15.1,0,0,sunday
2025-10-06,1142.69,639.0,14.0,0,0,monday
2025-10-07,958.82,575.0,12.6,0,0,tuesday
2025-10-08,1008.21,607.0,13.8,0,0,wednesday
2025-10-09,1064.77,647.0,14.0,0,0,thursday
2025-10-10,1675.41,890.0,14.0,1,0,friday
2025-10-11,2096.28,1111.0,19.2,1,0,saturday
2025-10-12,1204.24,756.0,10.2,0,0,sunday
2025-10-13,984.82,602.0,20.4,0,0,monday
2025-10-14,845.39,510.0,9.0,0,0,tuesday
2025-10-15,970.87,575.0,12.9,0,0,wednesday
2025-10-16,1067.81,632.0,8.8,0,0,thursday
2025-10-17,1273.88,767.0,12.3,0,0,friday
2025-10-18,1484.58,920.0,13.8,0,0,saturday
2025-10-19,1241.54,771.0,11.3,0,0,sunday
2025-10-20,950.67,605.0,13.4,0,0,monday
2025-10-21,981.37,581.0,9.7,0,0,tuesday
2025-10-22,904.45,562.0,5.5,0,0,wednesday
2025-10-23,949.66,580.0,12.0,0,0,thursday
2025-10-24,1136.0,682.0,10.3,0,0,friday
2025-10-25,1566.1,949.0,8.8,0,0,saturday
2025-10-26,1428.58,866.0,8.8,0,0,sunday
2025-10-27,1046.4,658.0,10.7,0,0,monday
2025-10-28,990.64,594.0,7.5,0,0,tuesday
2025-10-29,1389.02,775.0,10.2,0,1,wednesday
2025-10-30,1085.24,660.0,12.1,0,0,thursday
2025-10-31,1367.33,792.0,14.1,0,0,friday
2025-11-01,1617.7,961.0,12.3,0,0,saturday
2025-11-02,1355.97,841.0,9.0,0,0,sunday
2025-11-03,1123.52,685.0,9.0,0,0,monday
2025-11-04,1172.72,668.0,7.2,0,0,tuesday
2025-11-05,997.38,612.0,6.9,0,0,wednesday
2025-11-06,1272.53,770.0,10.0,0,0,thursday
2025-11-07,1165.36,688.0,6.9,0,0,friday
2025-11-08,1489.46,895.0,8.4,0,0,saturday
2025-11-09,1344.2,827.0,4.9,0,0,sunday
2025-11-10,1095.04,684.0,10.6,0,0,monday
2025-11-11,1015.99,616.0,6.2,0,0,tuesday
2025-11-12,1068.55,631.0,9.6,0,0,wednesday
2025-11-13,1308.1,753.0,4.9,0,0,thursday
2025-11-14,1174.28,756.0,4.6,0,0,friday
2025-11-15,1607.37,910.0,9.7,0,0,saturday
2025-11-16,1482.55,909.0,4.6,0,0,sunday
2025-11-17,1175.48,687.0,2.1,0,0,monday
2025-11-18,1063.28,664.0,3.3,0,0,tuesday
2025-11-19,1025.01,664.0,7.9,0,0,wednesday
2025-11-20,1022.43,654.0,7.5,0,0,thursday
2025-11-21,1294.38,795.0,3.5,0,0,friday
2025-11-22,1492.55,886.0,3.7,0,0,saturday
2025-11-23,1447.2,876.0,6.8,0,0,sunday
2025-11-24,1166.31,714.0,8.2,0,0,monday
2025-11-25,1177.35,683.0,4.6,0,0,tuesday
2025-11-26,1097.34,665.0,6.1,0,0,wednesday
2025-11-27,2420.24,1189.0,6.7,1,1,thursday
2025-11-28,2063.42,993.0,9.8,1,0,friday
2025-11-29,2351.75,1273.0,1.4,1,0,saturday
2025-11-30,1443.67,900.0,2.5,0,0,sunday
2025-12-01,1116.68,664.0,2.7,0,0,monday
2025-12-02,1161.74,684.0,5.9,0,0,tuesday
2025-12-03,1188.94,712.0,3.1,0,0,wednesday
2025-12-04,1210.4,729.0,4.4,0,0,thursday
2025-12-05,1391.27,796.0,3.8,0,0,friday
2025-12-06,1758.71,1011.0,3.4,0,0,saturday
2025-12-07,1507.61,918.0,3.5,0,0,sunday
2025-12-08,1102.77,686.0,5.7,0,0,monday
2025-12-09,1062.38,633.0,0.6,0,0,tuesday
2025-12-10,1589.41,883.0,2.6,1,0,wednesday
2025-12-11,1812.02,947.0,-0.2,1,0,thursday
2025-12-12,2200.71,1171.0,3.3,1,0,friday
2025-12-13,2687.61,1314.0,2.1,1,0,saturday
2025-12-14,1507.87,863.0,5.2,0,0,sunday
2025-12-15,1255.15,795.0,2.4,0,0,monday
2025-12-16,1160.12,718.0,1.2,0,0,tuesday
2025-12-17,959.92,630.0,1.6,0,0,wednesday
2025-12-18,1092.45,724.0,6.5,0,0,thursday
2025-12-19,1365.79,824.0,-1.8,0,0,friday
2025-12-20,1686.01,1073.0,0.4,0,0,saturday
2025-12-21,1431.27,814.0,2.0,0,0,sunday
2025-12-22,1249.93,724.0,0.3,0,0,monday
2025-12-23,1186.52,727.0,3.0,0,0,tuesday
2025-12-24,1479.5,826.0,1.6,0,1,wednesday
2025-12-25,2057.44,1070.0,2.3,0,1,thursday
2025-12-26,2249.23,1139.0,1.9,1,0,friday
2025-12-27,2241.62,1260.0,1.3,1,0,saturday
2025-12-28,1379.31,873.0,-1.8,0,0,sunday
2025-12-29,1163.91,714.0,1.9,0,0,monday
2025-12-30,1010.43,602.0,-3.0,0,0,tuesday
2025-12-31,1697.71,955.0,-0.4,0,1,wednesday
