customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,num_support_tickets,avg_monthly_usage_gb,is_senior,has_partner,num_products,churned
CUST00665,44,one_year,dsl,mailed_check,54.21,2545.02,1,112.3,0,0,3,0
CUST00419,22,two_year,dsl,bank_transfer,45.0,1047.89,1,186.7,0,0,2,0
CUST00337,70,one_year,fiber,credit_card,82.29,5761.0,1,410.5,0,0,3,0
CUST00329,11,one_year,dsl,bank_transfer,48.11,537.57,3,420.4,1,0,3,1
CUST00351,39,two_year,dsl,bank_transfer,67.36,2521.63,1,346.1,0,0,1,0
CUST00910,7,month_to_month,fiber,electronic_check,72.91,516.69,0,,0,0,1,1
CUST00929,31,month_to_month,fiber,credit_card,74.58,2459.07,0,306.7,0,1,4,1
CUST00987,45,month_to_month,none,credit_card,44.17,1845.09,2,0.0,1,0,1,0
CUST00376,7,one_year,fiber,mailed_check,77.42,537.93,1,141.3,0,1,2,1
CUST00558,64,month_to_month,fiber,electronic_check,84.9,5851.46,0,310.6,0,0,1,1
CUST00685,13,month_to_month,fiber,electronic_check,73.74,1003.39,2,189.1,1,0,3,1
CUST00452,67,one_year,fiber,bank_transfer,72.45,5133.32,2,226.6,0,1,5,0
CUST00810,72,two_year,dsl,electronic_check,57.27,3984.98,0,133.7,0,1,1,0
CUST00506,33,month_to_month,dsl,bank_transfer,45.0,1524.53,2,349.1,0,0,1,1
CUST00678,7,month_to_month,fiber,mailed_check,76.45,530.36,0,78.6,0,0,3,1
CUST00834,11,month_to_month,fiber,bank_transfer,87.98,937.78,1,313.3,0,0,2,1
CUST00527,67,one_year,dsl,bank_transfer,45.0,3105.92,1,253.0,0,0,4,0
CUST00481,21,one_year,dsl,electronic_check,68.31,1336.7,1,198.0,0,0,5,0
CUST00447,23,two_year,fiber,electronic_check,68.8,1577.64,1,182.7,0,1,1,0
CUST00219,33,two_year,fiber,credit_card,81.45,2836.07,0,74.3,0,1,1,0
CUST00240,46,month_to_month,fiber,credit_card,75.37,3430.13,1,121.4,0,1,3,1
CUST00753,7,month_to_month,dsl,electronic_check,57.44,394.44,3,167.1,0,0,4,1
CUST00526,23,two_year,dsl,credit_card,51.19,1241.9,2,150.3,0,0,3,1
CUST00193,44,two_year,fiber,electronic_check,65.0,2734.87,1,75.3,0,0,3,0
CUST00796,22,month_to_month,fiber,credit_card,65.0,1452.12,0,101.6,0,0,2,1
CUST00192,46,month_to_month,fiber,credit_card,79.46,3315.17,1,412.2,0,0,5,0
CUST00509,20,month_to_month,dsl,bank_transfer,45.0,828.56,2,305.8,0,1,5,1
CUST00436,9,month_to_month,fiber,bank_transfer,74.49,703.77,1,296.3,0,0,5,1
CUST00133,7,month_to_month,fiber,electronic_check,80.25,558.04,3,,1,0,1,1
CUST00557,53,month_to_month,fiber,electronic_check,80.62,4008.02,2,113.6,0,0,1,0
CUST00253,14,month_to_month,dsl,electronic_check,45.0,596.82,2,341.4,1,0,2,1
CUST00672,45,two_year,dsl,bank_transfer,59.71,2672.94,4,535.9,1,0,5,1
CUST00902,4,month_to_month,none,electronic_check,28.96,122.41,2,0.0,0,0,5,1
CUST00264,67,month_to_month,fiber,bank_transfer,86.44,5295.25,0,246.8,0,0,3,1
CUST00071,58,one_year,fiber,mailed_check,67.45,4055.5,1,116.2,0,0,3,1
CUST00273,11,month_to_month,none,electronic_check,30.03,329.18,1,0.0,0,0,4,1
CUST00508,18,month_to_month,dsl,electronic_check,60.02,1170.98,0,258.7,1,1,4,1
CUST00328,3,month_to_month,fiber,electronic_check,68.75,203.62,0,170.1,0,0,1,0
CUST00116,41,one_year,none,credit_card,35.09,1419.87,1,0.0,0,1,1,0
CUST00324,66,one_year,fiber,bank_transfer,78.76,5525.41,1,166.0,1,0,4,0
CUST00958,46,two_year,dsl,credit_card,50.52,2530.26,2,220.3,0,0,1,0
CUST00664,15,month_to_month,fiber,credit_card,82.12,1190.21,1,291.0,0,1,4,0
CUST00867,60,month_to_month,none,credit_card,20.0,1259.7,2,0.0,0,1,5,0
CUST00505,20,month_to_month,dsl,credit_card,45.0,869.9,2,267.6,0,1,1,0
CUST00621,32,month_to_month,fiber,electronic_check,78.76,2416.76,3,78.4,0,1,2,1
CUST00774,52,month_to_month,dsl,credit_card,45.0,2457.81,1,94.4,0,1,4,0
CUST00703,13,one_year,fiber,mailed_check,81.04,1090.16,0,271.0,0,1,4,0
CUST00446,48,month_to_month,fiber,credit_card,73.58,3331.31,2,499.3,0,0,3,1
CUST00620,11,two_year,fiber,mailed_check,72.46,807.14,2,334.7,0,0,2,0
CUST00752,11,one_year,dsl,bank_transfer,46.93,506.52,2,403.7,0,1,2,0
CUST00610,62,month_to_month,none,credit_card,38.09,2320.13,3,0.0,0,1,4,0
CUST00279,5,two_year,dsl,electronic_check,45.0,244.45,0,377.2,0,0,4,0
CUST00786,43,month_to_month,fiber,electronic_check,75.59,3138.48,2,219.7,0,0,1,1
CUST00868,61,one_year,dsl,electronic_check,48.68,3068.17,2,188.6,0,0,5,0
CUST00003,48,one_year,fiber,electronic_check,70.91,,1,195.9,0,1,1,0
CUST00230,13,month_to_month,dsl,bank_transfer,64.53,888.15,0,198.3,0,0,2,0
CUST00420,37,two_year,fiber,credit_card,68.35,2528.36,1,415.8,0,0,4,1
CUST00924,11,two_year,dsl,bank_transfer,57.61,640.4,4,191.7,0,1,2,0
CUST00578,38,month_to_month,fiber,bank_transfer,73.08,2834.05,0,339.5,0,0,1,1
CUST00854,18,month_to_month,fiber,bank_transfer,75.25,1315.98,1,317.8,0,0,1,1
CUST00200,70,two_year,dsl,bank_transfer,46.81,3567.75,1,318.7,1,0,5,0
CUST00951,7,one_year,none,bank_transfer,26.23,181.51,1,0.0,0,0,5,0
CUST00516,8,one_year,none,,20.0,149.39,1,0.0,0,1,1,0
CUST00066,24,month_to_month,dsl,bank_transfer,70.53,1855.23,0,88.9,0,0,3,1
CUST00956,44,two_year,none,bank_transfer,29.35,1376.63,1,0.0,1,0,2,0
CUST00041,12,month_to_month,dsl,credit_card,59.2,698.15,0,430.8,0,0,3,1
CUST00743,46,month_to_month,dsl,electronic_check,47.18,1997.93,1,119.4,0,1,5,1
CUST00515,70,month_to_month,fiber,bank_transfer,80.3,5310.21,0,220.9,1,1,3,0
CUST00421,67,two_year,fiber,electronic_check,76.27,4893.93,2,181.9,0,0,4,0
CUST00493,55,month_to_month,none,electronic_check,32.37,1913.09,2,0.0,0,0,4,0
CUST00563,36,month_to_month,fiber,electronic_check,74.68,2633.61,4,175.8,0,1,2,1
CUST00274,70,month_to_month,none,mailed_check,30.12,2287.24,1,0.0,0,0,1,1
CUST00695,7,one_year,none,bank_transfer,36.88,234.85,1,0.0,1,0,3,1
CUST00628,27,two_year,dsl,credit_card,56.37,1525.03,2,263.9,1,1,3,1
CUST00683,70,month_to_month,fiber,electronic_check,65.0,4472.75,1,168.1,0,1,4,0
CUST00758,28,month_to_month,fiber,bank_transfer,86.36,2387.91,1,175.2,0,0,3,1
CUST00178,12,two_year,fiber,credit_card,86.05,1047.94,1,134.5,0,1,1,1
CUST00301,27,month_to_month,none,mailed_check,33.42,992.15,1,0.0,0,1,5,0
CUST00038,60,month_to_month,none,electronic_check,52.52,3317.07,2,0.0,0,1,2,0
CUST00479,48,two_year,dsl,credit_card,46.26,,2,229.4,0,1,4,0
CUST00203,36,one_year,fiber,credit_card,70.62,2662.9,0,87.3,1,1,1,0
CUST00237,48,month_to_month,dsl,electronic_check,63.42,3099.18,0,291.0,0,0,4,0
CUST00150,5,one_year,none,bank_transfer,37.5,178.99,3,0.0,0,0,3,0
CUST00218,7,two_year,fiber,credit_card,75.56,531.56,1,122.5,1,1,5,0
CUST00674,7,two_year,fiber,credit_card,76.96,491.61,2,339.2,0,0,5,0
CUST00565,65,one_year,dsl,bank_transfer,74.07,5294.94,1,121.1,1,0,3,0
CUST00912,14,two_year,dsl,bank_transfer,68.42,1049.52,2,155.5,0,0,4,1
CUST00797,70,one_year,dsl,bank_transfer,73.85,5396.63,1,140.1,1,1,5,0
CUST00400,23,one_year,dsl,electronic_check,52.36,1119.92,2,344.6,0,0,1,1
CUST00303,1,month_to_month,fiber,bank_transfer,85.8,87.26,2,68.3,0,0,3,1
CUST00853,70,month_to_month,fiber,credit_card,80.13,5228.61,5,184.6,0,0,1,1
CUST00913,28,month_to_month,dsl,credit_card,53.49,1486.85,0,155.0,0,0,4,1
CUST00668,62,two_year,fiber,credit_card,79.58,5323.04,3,271.8,0,1,2,0
CUST00485,34,month_to_month,fiber,credit_card,66.79,2047.97,0,422.6,0,0,3,1
CUST00389,65,month_to_month,none,electronic_check,22.51,1502.75,2,0.0,0,0,5,0
CUST00410,2,two_year,dsl,bank_transfer,45.0,85.05,2,231.7,1,0,4,1
CUST00388,60,two_year,none,electronic_check,38.72,2296.5,1,0.0,1,1,3,0
CUST00535,42,month_to_month,fiber,credit_card,72.47,2916.67,3,274.3,0,0,5,1
CUST00391,54,month_to_month,fiber,electronic_check,78.68,4031.64,0,353.6,1,0,3,1
CUST00829,63,one_year,dsl,credit_card,66.04,3978.93,2,268.9,0,0,1,0
CUST00353,22,one_year,fiber,electronic_check,71.21,1641.86,2,254.8,0,0,5,0
CUST00194,27,one_year,none,bank_transfer,35.16,979.72,2,,0,0,1,0
CUST00236,52,month_to_month,dsl,credit_card,47.93,2414.98,0,296.5,0,1,4,0
CUST00611,61,one_year,dsl,electronic_check,53.03,3402.31,2,364.7,0,1,5,0
CUST00831,18,two_year,dsl,electronic_check,58.82,1006.02,1,250.1,1,0,4,0
CUST00056,4,month_to_month,none,bank_transfer,30.51,126.1,2,0.0,0,0,4,0
CUST00669,67,month_to_month,fiber,electronic_check,78.01,4993.35,3,102.1,0,1,1,1
CUST00097,18,month_to_month,dsl,bank_transfer,65.48,,2,201.9,0,1,3,1
CUST00142,16,one_year,fiber,,65.0,1068.83,1,172.1,0,0,2,1
CUST00696,19,month_to_month,fiber,credit_card,75.62,1348.31,1,138.0,0,1,5,0
CUST00857,18,two_year,dsl,electronic_check,48.98,910.88,1,102.0,1,0,1,0
CUST00541,52,one_year,fiber,bank_transfer,65.0,3609.8,3,262.8,0,1,4,0
CUST00568,18,month_to_month,fiber,credit_card,75.21,1261.48,0,42.4,1,0,1,1
CUST00121,32,one_year,dsl,credit_card,58.58,2033.15,2,550.0,1,1,5,0
CUST00597,42,one_year,dsl,credit_card,45.0,1757.52,2,242.5,1,0,1,0
CUST00504,63,two_year,none,bank_transfer,20.28,1228.37,2,0.0,0,0,5,0
CUST00063,27,month_to_month,fiber,mailed_check,74.7,2014.27,2,198.8,0,0,4,0
CUST00757,54,month_to_month,dsl,electronic_check,51.96,2585.69,1,138.8,0,0,2,1
CUST00443,10,month_to_month,fiber,credit_card,66.0,710.13,1,269.5,0,1,4,1
CUST00415,2,month_to_month,dsl,,49.01,97.65,1,438.9,0,0,5,0
CUST00004,32,month_to_month,none,mailed_check,21.41,735.06,0,0.0,0,1,4,0
CUST00059,54,two_year,dsl,electronic_check,52.37,2752.25,2,387.3,0,0,5,0
CUST00224,15,one_year,none,mailed_check,35.16,488.78,1,0.0,1,0,2,0
CUST00614,28,two_year,dsl,bank_transfer,57.03,1754.87,4,211.8,0,0,3,0
CUST00102,15,one_year,dsl,bank_transfer,55.72,,0,137.8,0,1,4,0
CUST00718,36,one_year,none,bank_transfer,27.19,1028.43,2,0.0,0,0,3,0
CUST00222,33,one_year,dsl,credit_card,61.29,1958.78,3,112.1,0,0,3,0
CUST00456,40,month_to_month,dsl,bank_transfer,57.37,2232.29,0,160.6,0,1,3,0
CUST00005,32,month_to_month,fiber,credit_card,65.0,1988.56,3,188.1,0,1,2,1
CUST00053,27,month_to_month,fiber,credit_card,90.4,2431.76,2,238.1,0,1,5,0
CUST00018,10,month_to_month,fiber,electronic_check,65.0,696.31,0,257.8,0,0,4,1
CUST00911,56,month_to_month,none,bank_transfer,24.72,1353.22,1,0.0,0,0,4,0
CUST00983,40,two_year,fiber,credit_card,80.89,3390.87,4,417.9,0,0,4,0
CUST00307,22,month_to_month,dsl,electronic_check,45.0,1039.42,1,,0,0,1,1
CUST00661,13,month_to_month,none,credit_card,25.47,335.28,1,0.0,0,1,5,0
CUST00156,48,month_to_month,fiber,,73.77,3427.91,2,256.8,1,0,2,1
CUST00819,48,month_to_month,fiber,mailed_check,72.94,3215.82,0,173.5,0,1,4,0
CUST00675,45,month_to_month,dsl,electronic_check,63.51,2574.28,1,273.0,1,1,2,0
CUST00249,57,month_to_month,dsl,mailed_check,45.0,2518.85,0,116.3,0,0,3,0
CUST00250,3,month_to_month,none,electronic_check,27.89,80.6,1,0.0,0,1,4,1
CUST00359,7,two_year,none,credit_card,27.07,176.45,3,0.0,1,0,4,0
CUST00772,72,month_to_month,none,electronic_check,38.42,2632.42,2,0.0,1,1,4,1
CUST00431,7,month_to_month,dsl,bank_transfer,56.47,392.57,2,71.1,0,0,4,1
CUST00442,22,two_year,fiber,electronic_check,76.88,1615.51,2,237.6,1,0,1,1
CUST00882,62,one_year,dsl,bank_transfer,64.26,3699.01,1,322.0,1,0,5,0
CUST00843,66,one_year,dsl,electronic_check,62.24,3730.87,1,304.0,0,0,4,0
CUST00031,33,month_to_month,dsl,electronic_check,62.56,2070.97,3,252.2,0,0,5,0
CUST00282,36,one_year,none,credit_card,20.0,780.76,2,0.0,0,0,3,0
CUST00673,46,month_to_month,dsl,bank_transfer,54.21,2352.68,2,206.6,0,0,2,0
CUST00960,30,month_to_month,fiber,electronic_check,67.85,1884.53,2,166.0,1,0,3,1
CUST00118,11,two_year,fiber,bank_transfer,76.29,810.9,0,177.7,0,1,4,0
CUST00898,4,month_to_month,dsl,credit_card,51.72,,1,188.0,0,1,5,0
CUST00117,3,one_year,dsl,credit_card,45.48,127.76,0,217.5,0,1,5,0
CUST00581,7,month_to_month,none,mailed_check,21.64,141.22,3,0.0,0,1,3,1
CUST00663,3,month_to_month,none,electronic_check,30.49,99.33,1,0.0,0,0,1,1
CUST00292,20,two_year,fiber,mailed_check,69.5,1252.22,3,374.1,0,0,3,0
CUST00028,60,month_to_month,fiber,credit_card,66.15,4172.46,2,209.6,0,1,4,1
CUST00382,68,month_to_month,none,bank_transfer,37.42,2428.24,1,0.0,0,1,5,0
CUST00308,40,two_year,dsl,bank_transfer,65.26,2420.8,2,592.0,0,0,4,0
CUST00626,17,one_year,fiber,credit_card,80.5,1276.73,1,515.5,0,1,4,1
CUST00593,18,one_year,dsl,electronic_check,61.2,1102.86,1,,1,0,2,1
CUST00201,27,month_to_month,dsl,bank_transfer,56.63,1390.35,1,343.9,0,0,1,1
CUST00569,47,one_year,none,mailed_check,20.0,1030.29,1,0.0,0,1,3,0
CUST00386,9,month_to_month,dsl,mailed_check,58.36,,3,206.8,1,1,1,1
CUST00864,56,one_year,dsl,electronic_check,52.86,2840.64,6,103.4,0,1,4,0
CUST00659,6,month_to_month,none,electronic_check,28.81,184.71,1,0.0,0,0,4,0
CUST00900,45,two_year,dsl,bank_transfer,49.29,2093.45,1,231.8,0,0,2,0
CUST00793,53,month_to_month,dsl,credit_card,48.71,2767.36,1,212.5,0,1,4,0
CUST00724,9,one_year,dsl,electronic_check,59.47,499.92,3,402.5,0,0,1,1
CUST00315,18,two_year,fiber,mailed_check,67.87,1143.83,3,347.4,0,0,2,0
CUST00893,38,month_to_month,fiber,bank_transfer,67.33,2608.35,6,503.5,1,1,2,1
CUST00281,20,two_year,dsl,credit_card,46.2,924.69,2,312.4,0,0,4,0
CUST00946,9,month_to_month,none,credit_card,42.23,414.33,0,0.0,0,1,4,0
CUST00755,40,two_year,fiber,mailed_check,102.63,4209.41,2,130.3,0,0,1,0
CUST00354,32,month_to_month,fiber,credit_card,65.0,2010.2,1,247.8,1,0,5,1
CUST00642,66,month_to_month,dsl,electronic_check,53.65,3492.5,1,80.1,1,1,5,0
CUST00208,70,month_to_month,dsl,electronic_check,51.99,3898.84,1,303.4,0,0,1,0
CUST00380,19,one_year,fiber,credit_card,82.4,1567.29,0,244.4,0,1,1,0
CUST00879,40,two_year,none,electronic_check,26.18,1114.03,2,0.0,0,0,3,1
CUST00413,21,month_to_month,dsl,credit_card,54.6,1093.56,2,333.7,0,1,5,1
CUST00790,1,two_year,none,electronic_check,33.28,36.32,0,,0,0,5,0
CUST00024,67,month_to_month,dsl,credit_card,45.0,2792.28,2,290.0,1,1,3,0
CUST00341,46,one_year,dsl,bank_transfer,60.06,2638.24,3,282.4,0,0,1,0
CUST00692,58,month_to_month,fiber,electronic_check,71.83,4447.11,3,191.0,0,0,1,1
CUST00636,50,two_year,dsl,electronic_check,45.0,2295.66,0,264.9,0,0,2,0
CUST00155,32,month_to_month,fiber,electronic_check,77.82,2267.63,3,235.5,0,1,3,1
CUST00855,21,month_to_month,dsl,electronic_check,48.21,1068.21,2,542.9,0,0,2,1
CUST00554,23,two_year,fiber,bank_transfer,75.92,1786.32,2,89.4,0,0,4,0
CUST00725,57,month_to_month,dsl,credit_card,59.47,3064.18,1,188.0,0,0,4,0
CUST00729,36,one_year,fiber,bank_transfer,70.13,2309.16,2,204.4,0,1,5,0
CUST00784,9,two_year,fiber,bank_transfer,83.49,731.64,2,238.9,0,1,1,1
CUST00323,45,month_to_month,fiber,mailed_check,72.77,3250.18,1,187.5,0,1,5,1
CUST00771,47,two_year,fiber,bank_transfer,85.71,3675.6,0,326.5,1,1,5,0
CUST00599,46,month_to_month,dsl,bank_transfer,50.02,2400.92,2,85.8,1,1,1,0
CUST00583,8,month_to_month,none,electronic_check,21.72,161.42,0,0.0,0,0,4,0
CUST00566,18,two_year,none,mailed_check,29.47,501.78,1,0.0,0,1,4,0
CUST00263,22,two_year,fiber,bank_transfer,75.41,1587.99,3,238.0,1,0,5,0
CUST00458,46,month_to_month,fiber,bank_transfer,75.69,3573.43,4,241.5,0,0,3,1
CUST00083,12,one_year,dsl,electronic_check,62.49,796.9,5,112.3,0,1,3,1
CUST00564,14,month_to_month,dsl,electronic_check,49.18,653.51,0,286.1,0,1,1,1
CUST00408,11,month_to_month,fiber,bank_transfer,65.0,699.82,2,302.9,1,0,3,1
CUST00453,36,two_year,fiber,bank_transfer,73.64,2518.97,2,362.2,0,0,2,0
CUST00465,1,month_to_month,none,electronic_check,24.06,25.51,1,0.0,0,0,3,1
CUST00962,30,month_to_month,dsl,electronic_check,58.26,1859.21,1,181.1,0,1,4,1
CUST00548,43,one_year,dsl,mailed_check,58.17,2547.34,1,191.1,0,1,5,0
CUST00039,20,one_year,fiber,electronic_check,78.0,1480.52,0,160.1,0,1,3,0
CUST00418,9,two_year,none,bank_transfer,37.86,367.24,1,0.0,0,0,2,0
CUST00164,30,one_year,none,credit_card,24.06,689.02,1,0.0,0,1,4,0
CUST00334,60,two_year,fiber,electronic_check,75.37,4457.11,0,141.6,1,1,3,0
CUST00011,38,one_year,fiber,mailed_check,72.92,2965.17,2,58.7,0,1,1,0
CUST00471,54,month_to_month,none,mailed_check,30.08,1702.88,2,0.0,1,0,1,0
CUST00033,7,two_year,none,credit_card,39.83,257.73,3,0.0,0,0,5,0
CUST00572,30,month_to_month,none,mailed_check,24.97,757.87,0,0.0,0,1,2,1
CUST00872,15,month_to_month,fiber,credit_card,87.09,1347.57,1,465.5,1,0,5,1
CUST00383,69,month_to_month,dsl,mailed_check,61.0,4440.66,2,195.0,0,0,3,0
CUST00602,57,month_to_month,fiber,electronic_check,84.57,,2,287.8,0,1,2,1
CUST00552,29,month_to_month,none,electronic_check,30.54,805.32,0,0.0,1,1,4,0
CUST00909,27,month_to_month,dsl,bank_transfer,58.61,1718.62,3,461.6,0,0,1,1
CUST00904,64,one_year,fiber,mailed_check,71.47,4334.39,0,348.0,0,0,5,0
CUST00379,28,month_to_month,fiber,electronic_check,84.36,2257.54,2,256.0,0,1,4,1
CUST00090,60,two_year,dsl,bank_transfer,45.0,2593.86,3,196.1,0,1,1,0
CUST00214,33,month_to_month,none,,37.75,1220.82,1,0.0,0,0,2,0
CUST00947,71,month_to_month,fiber,electronic_check,83.17,6279.91,2,305.4,1,0,1,0
CUST00134,41,one_year,none,bank_transfer,24.18,956.31,2,0.0,0,0,1,0
CUST00347,72,one_year,none,bank_transfer,27.0,1910.56,2,0.0,0,0,2,0
CUST00008,51,two_year,fiber,electronic_check,79.67,3891.21,3,368.6,0,0,5,0
CUST00766,57,month_to_month,fiber,credit_card,78.01,4454.92,0,202.2,0,1,4,0
CUST00321,24,two_year,fiber,bank_transfer,79.78,1803.18,0,498.0,0,1,1,0
CUST00778,9,month_to_month,fiber,electronic_check,73.2,649.13,1,273.5,0,1,5,1
CUST00188,28,month_to_month,fiber,mailed_check,70.13,2110.87,2,154.6,0,0,2,1
CUST00305,40,one_year,dsl,electronic_check,54.32,2332.73,1,194.0,0,0,1,1
CUST00032,17,two_year,dsl,credit_card,56.09,1025.51,1,199.4,0,0,4,0
CUST00715,67,month_to_month,fiber,electronic_check,76.37,5602.09,2,350.4,0,0,5,0
CUST00241,11,one_year,dsl,electronic_check,47.59,528.0,2,265.1,1,0,3,1
CUST00723,61,one_year,fiber,electronic_check,75.24,4552.17,3,474.8,0,1,1,1
CUST00175,51,month_to_month,dsl,credit_card,55.91,3062.47,0,419.5,1,1,2,0
CUST00246,7,month_to_month,none,bank_transfer,24.78,184.02,3,0.0,0,1,1,1
CUST00057,40,month_to_month,dsl,bank_transfer,52.01,2232.56,0,553.7,0,1,1,1
CUST00747,39,month_to_month,fiber,credit_card,74.43,2615.08,0,379.7,1,1,5,1
CUST00146,62,one_year,fiber,credit_card,85.46,5668.85,1,77.0,0,0,3,1
CUST00091,32,one_year,dsl,mailed_check,53.22,1831.23,3,164.9,0,0,3,0
CUST00393,27,month_to_month,dsl,bank_transfer,45.0,1235.53,1,224.1,0,0,1,0
CUST00311,48,month_to_month,dsl,bank_transfer,53.67,2327.21,1,209.1,0,1,2,0
CUST00360,54,month_to_month,dsl,bank_transfer,45.0,2614.16,4,257.5,1,0,1,1
CUST00094,28,month_to_month,none,bank_transfer,26.01,779.07,1,0.0,0,1,5,0
CUST00830,3,month_to_month,fiber,bank_transfer,84.68,250.25,0,200.6,0,0,1,1
CUST00895,54,month_to_month,fiber,mailed_check,65.0,,3,200.0,0,1,4,1
CUST00377,54,month_to_month,none,mailed_check,34.72,1923.72,0,0.0,1,0,4,0
CUST00244,47,month_to_month,dsl,electronic_check,60.81,2612.37,0,114.5,0,1,3,1
CUST00816,61,month_to_month,none,mailed_check,34.32,2299.27,3,0.0,0,0,2,0
CUST00088,23,month_to_month,fiber,bank_transfer,65.0,1511.07,0,469.3,0,0,3,1
CUST00215,54,month_to_month,fiber,bank_transfer,94.34,5266.13,0,301.2,0,0,3,0
CUST00970,3,one_year,fiber,credit_card,81.75,221.01,0,311.9,0,0,4,1
CUST00174,53,month_to_month,fiber,bank_transfer,80.74,4207.96,1,117.4,0,0,1,1
CUST00426,15,month_to_month,dsl,mailed_check,50.79,819.66,1,234.6,0,0,2,0
CUST00770,28,one_year,none,electronic_check,32.89,917.11,0,0.0,0,0,2,0
CUST00119,18,two_year,none,,43.18,761.29,4,0.0,0,0,5,0
CUST00120,9,month_to_month,dsl,electronic_check,53.55,493.81,1,307.2,0,0,2,0
CUST00903,16,two_year,dsl,credit_card,58.31,874.92,1,301.9,0,1,2,0
CUST00001,7,month_to_month,dsl,electronic_check,51.0,366.7,0,289.3,0,1,1,1
CUST00395,52,one_year,fiber,electronic_check,65.0,3416.79,1,114.3,0,1,5,1
CUST00402,56,month_to_month,dsl,electronic_check,69.25,3957.63,2,231.2,1,0,2,0
CUST00405,36,month_to_month,fiber,electronic_check,87.39,3363.4,3,450.7,0,0,4,0
CUST00612,34,month_to_month,dsl,electronic_check,49.8,1640.26,0,414.6,1,1,5,1
CUST00619,5,two_year,none,credit_card,27.54,147.66,0,0.0,0,0,3,0
CUST00163,30,month_to_month,fiber,electronic_check,79.55,2166.45,1,264.6,0,1,5,1
CUST00115,37,month_to_month,dsl,mailed_check,65.58,2658.45,1,175.8,0,1,3,1
CUST00151,62,two_year,fiber,mailed_check,72.32,4436.49,1,90.9,0,0,1,0
CUST00937,12,one_year,dsl,electronic_check,55.93,732.9,1,148.4,0,0,1,1
CUST00806,57,month_to_month,none,bank_transfer,34.61,,2,0.0,1,0,5,0
CUST00860,58,two_year,fiber,mailed_check,76.72,4307.09,0,141.7,0,0,3,0
CUST00369,2,one_year,fiber,electronic_check,71.03,149.89,0,121.6,0,1,4,1
CUST00544,13,month_to_month,fiber,electronic_check,66.55,888.51,1,182.3,0,0,2,1
CUST00478,2,month_to_month,fiber,,65.0,126.38,0,224.2,0,1,3,1
CUST00533,12,month_to_month,dsl,electronic_check,58.16,729.5,3,112.4,1,1,1,1
CUST00976,17,two_year,none,bank_transfer,27.04,430.1,1,0.0,0,1,2,0
CUST00586,67,month_to_month,none,bank_transfer,31.88,2188.75,0,0.0,0,1,5,0
CUST00948,10,month_to_month,fiber,bank_transfer,79.62,864.33,1,454.2,0,1,3,1
CUST00259,13,month_to_month,none,electronic_check,20.0,267.19,5,0.0,0,0,2,1
CUST00838,15,month_to_month,fiber,bank_transfer,69.49,1022.94,1,349.5,0,1,3,1
CUST00136,22,two_year,dsl,credit_card,52.5,,1,688.2,0,0,2,0
CUST00917,40,two_year,fiber,bank_transfer,70.24,2711.65,1,379.2,0,0,2,1
CUST00631,54,one_year,none,bank_transfer,37.74,,1,0.0,0,0,1,0
CUST00792,33,month_to_month,fiber,electronic_check,65.0,2284.52,1,128.5,0,1,3,1
CUST00502,47,one_year,dsl,bank_transfer,52.9,2392.19,3,159.4,0,1,1,1
CUST00539,39,two_year,dsl,bank_transfer,62.11,2391.98,1,182.2,0,0,1,0
CUST00650,62,month_to_month,fiber,electronic_check,92.59,5510.55,2,180.1,0,1,1,1
CUST00582,61,month_to_month,fiber,bank_transfer,70.06,4104.47,3,121.4,0,0,3,1
CUST00344,38,month_to_month,none,mailed_check,24.11,899.92,1,0.0,1,1,2,0
CUST00884,12,one_year,fiber,bank_transfer,65.0,839.98,1,235.3,0,0,2,0
CUST00832,18,month_to_month,dsl,electronic_check,68.75,1199.62,0,288.0,1,1,2,0
CUST00294,24,one_year,dsl,credit_card,49.93,1079.94,3,95.4,0,1,5,0
CUST00365,9,month_to_month,fiber,electronic_check,69.95,604.55,2,311.9,1,0,1,1
CUST00624,31,month_to_month,dsl,electronic_check,57.89,1911.41,0,196.9,0,0,4,1
CUST00015,52,month_to_month,fiber,bank_transfer,81.6,4122.35,2,150.0,0,1,4,1
CUST00087,8,month_to_month,fiber,bank_transfer,79.4,576.4,2,178.5,1,1,5,1
CUST00371,25,two_year,none,bank_transfer,20.0,523.14,3,0.0,0,0,2,1
CUST00166,59,month_to_month,dsl,bank_transfer,63.27,4045.3,1,337.7,0,1,5,0
CUST00873,9,month_to_month,fiber,bank_transfer,72.04,667.93,2,251.5,0,1,3,0
CUST00336,59,one_year,none,electronic_check,37.48,2094.73,2,0.0,0,0,5,0
CUST00060,50,month_to_month,fiber,credit_card,71.63,3258.21,2,101.1,0,0,5,1
CUST00355,70,two_year,fiber,bank_transfer,68.94,5140.97,3,213.8,0,1,1,0
CUST00425,31,one_year,none,mailed_check,27.56,866.69,0,0.0,0,0,4,0
CUST00293,69,month_to_month,fiber,bank_transfer,75.64,5163.4,1,291.7,0,1,5,0
CUST00042,55,month_to_month,fiber,electronic_check,90.02,5221.81,0,291.1,0,1,4,0
CUST00330,40,two_year,none,electronic_check,36.15,1451.06,1,0.0,0,0,2,0
CUST00430,52,month_to_month,dsl,mailed_check,54.5,2618.94,0,67.9,0,0,1,1
CUST00080,49,two_year,fiber,electronic_check,85.9,4621.71,1,139.2,1,1,3,1
